cc,cf_id,uniq_id,location,region,link,ucdp_actor_id,actor_name,ucdp_acd_id,ucdp_dyad,pax_id,cf_dec_yr,cf_dec_month,cf_dec_day,cf_effect_yr,cf_effect_month,cf_effect_day,evidence_onset,side,partial,written,fixed,fixed_time,nsa_frac,p_humanitarian,p_peaceprocess,p_holiday,p_election,p_other,p_other_comment,p_unclear,ceasefire_class,timing,cf_pp,mediator_nego,mediator_send,implement,enforcement,ddr,splinter,ended,end_yr,end_month,end_day,evidence_end,comment,factivia_source,factivia_page,truce,recentadditions,link_id1,link_id2,link_id3,link_id4,link_id5,link_id6,link_id7,link_id8,link_id9,link_id10,link_id11,link_id12,link_id13,link_id14,link_id15,link_id16,link_id17,link_id18,link_id19,link_id20,link_id21,link_id22,link_id23,link_id24,link_id25,link_id26,link_id27,link_id28,link_id29,link_id30,link_id31,link_id32,link_id33,link_id34,link_id35,coder,id
92,12,92012,El Salvador,5,0,755,FMLN,316,697,-1,1991,9,11,1991,9,13,,1,1,0,1,1,1,0,1,0,0,0,0,0,1,2,"""SAN SALVADOR, El Salvador, Sept 11, Reuter - El Salvador's leftist rebels announced a five-day truce on Wednesday [11.09.1991] as a goodwill gesture ahead of peace talks with U.N. Secretary-General Javier Perez de Cuellar in New York. 'As of Septempber 13, our military forces will begin a unilateral truce as a gesture of peace so that the meeting (in New York) will produce the best results,' a statement released by the Farabundo Marti National Liberation Front (FMLN) rebels said."" (Barrera, A., 12.09.1991)",0,0,0,0,0,1,4,1991,9,13,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TS,32
92,13,92013,El Salvador,5,-1,755,FMLN,316,697,-1,1991,9,11,1991,9,14,,1,0,0,1,5,1,0,1,0,0,0,0,0,1,2,"""SAN SALVADOR, El Salvador, Sept 11, Reuter - El Salvador's leftist rebels announced a five-day truce on Wednesday [11.09.1991] as a goodwill gesture ahead of peace talks with U.N. Secretary-General Javier Perez de Cuellar in New York. 'As of Septempber 13, our military forces will begin a unilateral truce as a gesture of peace so that the meeting (in New York) will produce the best results,' a statement released by the Farabundo Marti National Liberation Front (FMLN) rebels said."" (Barrera, A., 12.09.1991)",0,0,0,0,0,1,1,1991,9,18,,,,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TS,33
92,14,92014,El Salvador,5,0,755,FMLN,316,697,-1,1991,11,14,1991,11,16,,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,"Peace talks had been taking place for 19 months when the�FMLN declared a unilateral ceasefire, and the announcement came during UN-sponsored peace talks in Mexico City. The ceasefire was immediately hailed as a vital step forward in ending the war and was viewed as a sign of goodwill from FMLN aiming at reaching a definite ceasefire in the shortest time possible.�UN-sponsored peace talks.",-1,-1,0,0,0,1,-1,-1,-1,-1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TS,34
92,15,92015,El Salvador,5,0,13,Government of El Salvador,316,697,474,1992,1,1,1992,2,1,,2,0,2,1,270,0,0,1,0,0,0,0,0,3,3,"""The ceasefire-agreement is a framework agreement which is to be finalized in Mexico, and formally signed in Mexico City on January 16th.A peace treaty was negotiated by representatives of the Salvadoran government, the rebel movement FMLN, and political parties,with observers from the Roman Catholic Church and United Nations. The treaty was the result of a UN backed peace process that had begun in 1990. On December 31, 1991, the government and the FMLN initiated a preliminary peace agreement under the auspices of UN Secretary-General Javier P�rez de Cu�llar. The final agreement was signed in Mexico City on January 16, 1992, at Chapultepec Castle. The agreement includes provisions for the political participation of the FMLN and for a final ceasfire with the disarmament, demobilisation and reintegration of the armed groups. ""The peace plan includes a timetable for final negotiating sessions this month before a ceasefire begins on 1 February. Implementation of the agreement should start in the nine months following the ceasefire, leading to demobilisation of the Farabundo Marti National Liberation Front (FMLN) army by 31 October.""",1,UN,1,2,1,0,1,1992,12,15,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TS,35
92,15,92015,El Salvador,5,0,755,FMLN,316,697,474,1992,1,1,1992,2,1,,2,0,2,1,270,1,0,1,0,0,0,0,0,3,3,"""The ceasefire-agreement is a framework agreement which is to be finalized in Mexico, and formally signed in Mexico City on January 16th.A peace treaty was negotiated by representatives of the Salvadoran government, the rebel movement FMLN, and political parties,with observers from the Roman Catholic Church and United Nations. The treaty was the result of a UN backed peace process that had begun in 1990. On December 31, 1991, the government and the FMLN initiated a preliminary peace agreement under the auspices of UN Secretary-General Javier P�rez de Cu�llar. The final agreement was signed in Mexico City on January 16, 1992, at Chapultepec Castle. The agreement includes provisions for the political participation of the FMLN and for a final ceasfire with the disarmament, demobilisation and reintegration of the armed groups. ""The peace plan includes a timetable for final negotiating sessions this month before a ceasefire begins on 1 February. Implementation of the agreement should start in the nine months following the ceasefire, leading to demobilisation of the Farabundo Marti National Liberation Front (FMLN) army by 31 October.""",1,UN,1,2,1,1,1,1992,12,15,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TS,36
92,16,92016,El Salvador,5,0,755,FMLN,316,697,-1,1989,11,21,1989,11,21,,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,Not related to peace process,1,"Spanish Ambassador, ICRC",0,0,0,1,1,1989,11,21,,,,"57, 59, 65",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SN,37
93,2,93002,Nicaragua,5,0,759,Contra/FDN,336,742,-1,1989,4,-1,-1,-1,-1,,1,0,0,1,-1,1,0,0,0,1,0,0,0,1,0,Not related to peace process,0,0,0,0,0,1,-1,-1,-1,-1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RR,38
93,4,93004,Nicaragua,5,1,14,Government of Nicaragua,336,742,-1,1989,1,31,1989,2,1,,1,0,0,1,28,0,0,1,0,0,0,0,0,1,2,"The ceasefire is one of several monthly renewals of a temporary ceasefire agreement from march 1988, during which negotiations have been going on and off.",0,0,0,0,0,0,1,1989,2,28,,,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RR,39
93,5,93005,Nicaragua,5,1,14,Government of Nicaragua,336,742,-1,1989,3,1,1989,3,1,,1,0,0,1,30,0,0,1,0,0,0,0,0,1,2,"The ceasefire is one of several monthly renewals of a temporary ceasefire agreement from march 1988, during which negotiations have been going on and off.",0,0,0,0,0,0,1,1989,3,31,,,,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RR,40
93,6,93006,Nicaragua,5,1,14,Government of Nicaragua,336,742,-1,1989,4,4,1989,4,4,,1,0,0,1,30,0,0,1,0,0,0,0,0,1,2,"The ceasefire is one of several monthly renewals of a temporary ceasefire agreement from march 1988, during which negotiations have been going on and off.",0,0,0,0,0,0,1,1989,4,30,,,,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RR,41
93,7,93007,Nicaragua,5,1,14,Government of Nicaragua,336,742,-1,1989,-1,-1,1989,5,-1,,1,0,0,1,30,0,0,1,0,0,0,0,0,1,2,"The ceasefire is one of several monthly renewals of a temporary ceasefire agreement from march 1988, during which negotiations have been going on and off.",0,0,0,0,0,0,1,1989,5,31,,,,0,0,0,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RR,42
93,8,93008,Nicaragua,5,1,14,Government of Nicaragua,336,742,-1,1989,-1,-1,1989,6,-1,,1,0,0,1,30,0,0,1,0,0,0,0,0,1,2,"The ceasefire is one of several monthly renewals of a temporary ceasefire agreement from march 1988, during which negotiations have been going on and off.",0,0,0,0,0,0,1,1989,6,30,,,,0,0,0,3,4,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RR,43
93,9,93009,Nicaragua,5,1,14,Government of Nicaragua,336,742,-1,1989,-1,-1,1989,7,-1,,1,0,0,1,30,0,0,1,0,0,0,0,0,1,2,"The ceasefire is one of several monthly renewals of a temporary ceasefire agreement from march 1988, during which negotiations have been going on and off.",0,0,0,0,0,0,1,1989,7,31,,,,0,0,0,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RR,44
93,10,93010,Nicaragua,5,1,14,Government of Nicaragua,336,742,-1,1989,-1,-1,1989,8,-1,,1,0,0,1,30,0,0,1,0,0,0,0,0,1,2,"The ceasefire is one of several monthly renewals of a temporary ceasefire agreement from march 1988, during which negotiations have been going on and off.",0,0,0,0,0,0,1,1989,8,31,,,,0,0,0,3,4,5,6,7,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RR,45
93,11,93011,Nicaragua,5,1,14,Government of Nicaragua,336,742,-1,1989,9,1,1989,9,1,,1,0,0,1,30,0,0,1,0,0,0,0,0,1,2,"The ceasefire is one of several monthly renewals of a temporary ceasefire agreement from march 1988, during which negotiations have been going on and off.",0,0,0,0,0,0,1,1989,9,30,,,,0,0,0,3,4,5,6,7,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RR,46
93,12,93012,Nicaragua,5,1,14,Government of Nicaragua,336,742,-1,1989,-1,-1,1989,10,-1,,1,0,0,1,30,0,0,1,0,0,0,0,0,1,2,"The ceasefire is one of several monthly renewals of a temporary ceasefire agreement from march 1988, during which negotiations have been going on and off.",0,0,0,0,0,0,1,1989,11,1,,,,0,0,0,3,4,5,6,7,8,9,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RR,47
93,13,93013,Nicaragua,5,0,14,Government of Nicaragua,336,742,375,1990,4,17,1990,4,19,,2,0,1,0,0,0,0,1,0,0,0,0,0,3,3,Final ceasefire agreement between the Government of Nicaragua and Contras in the aftermath of the february elections. Linked to a separate demobilisation agreement.,0,0,1,0,1,0,0,0,0,0,,,,"Fixed / Fixed_time/implement/written:(Reuters, 19.04.1990)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RR,48
